timestamp,score,group,major,ai_usage,EE1,EE2,EE3,EE4,EE5,PE1,PE2,PE3,PE4,PE5,SI1,SI2,SI3,SI4,SI5,FC1,FC2,FC3,FC4,FC5,RA1,RA2,RA3,RA4,RA5,ANX1,ANX2,ANX3,ANX4,ANX5,BI1,BI2,BI3,BI4,BI5,open_q1,open_q2,open_q3
15/08/2026 07:15:57,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),3,4,3,3,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,1,4,4,5,4,3,2,4,3,4,3,3,5,4,5,4,,có,Hình thức giảng dạy
15/08/2026 09:16:36,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,3,4,5,5,5,5,5,5,5,4,4,4,4,3,4,3,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,,,
15/08/2026 09:16:36,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,3,4,5,5,5,5,5,5,5,4,4,4,4,3,4,3,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,,,
15/08/2026 12:28:07,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Dùng thường xuyên (vài lần/tuần trở lên),4,4,5,3,5,5,4,3,5,5,5,5,4,4,4,5,3,4,2,4,5,5,5,5,5,3,4,3,3,4,4,5,5,4,4,,,
15/08/2026 12:28:07,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Dùng thường xuyên (vài lần/tuần trở lên),4,4,5,3,5,5,4,3,5,5,5,5,4,4,4,5,3,4,2,4,5,5,5,5,5,3,4,3,3,4,4,5,5,4,4,,,
15/08/2026 18:34:59,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),3,4,5,4,5,3,3,2,4,1,3,4,3,4,3,4,3,5,4,3,5,5,4,4,4,4,4,4,3,5,5,4,5,5,5,Phụ thuộc AI,chưa có,
15/08/2026 20:10:12,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Dùng thường xuyên (vài lần/tuần trở lên),3,4,2,3,4,1,2,2,4,3,4,4,5,2,4,5,5,4,4,5,1,1,3,3,3,4,5,4,4,4,4,5,3,3,5,Kết quả sai,Đang áp dụng,
16/08/2026 03:25:05,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),5,4,3,4,5,4,5,4,4,4,4,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,Thông tin không được xác thực,Không được sài AI lộ liễu,
16/08/2026 06:42:58,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),1,2,3,2,3,1,2,1,1,1,1,1,1,1,2,1,1,3,1,3,1,3,1,3,3,2,4,3,4,5,3,3,4,2,4,,,Hình thức giảng dạy
16/08/2026 10:01:41,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Dùng thường xuyên (vài lần/tuần trở lên),3,4,3,2,1,2,1,4,1,4,3,2,3,1,1,3,3,3,2,1,5,5,4,4,5,3,4,2,4,4,1,3,4,3,2,,có,"Nếu có thì thường dưới dạng hội thảo, buổi chia sẻ, hoặc tài liệu hướng dẫn nội bộ."
16/08/2026 13:58:32,,Sinh viên năm cuối (chưa tốt nghiệp),Kinh tế / Quản trị / Kế toán,Dùng thường xuyên (vài lần/tuần trở lên),4,4,5,4,1,3,4,3,4,4,3,3,3,1,3,5,5,4,5,5,4,5,4,4,5,4,4,4,4,4,3,5,4,3,4,Thông tin không được xác thực,Có,
16/08/2026 17:07:02,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kỹ thuật / CNTT / Khoa học dữ liệu,Đã thử 1–2 lần,4,1,3,3,4,5,4,5,4,5,5,5,4,3,4,2,5,4,3,5,4,5,4,5,5,4,4,5,4,4,5,5,5,5,5,Không có.,,Hình thức cho học sinh nghiên cứu thêm về môn học khoa học
16/08/2026 18:18:08,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kinh tế / Quản trị / Kế toán,Dùng thường xuyên (vài lần/tuần trở lên),4,4,2,1,4,4,1,3,1,4,2,3,3,3,4,3,5,4,3,3,4,3,5,1,3,2,3,1,1,2,4,5,3,4,4,không dám,Đang áp dụng,
16/08/2026 19:50:56,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),1,4,1,2,5,4,5,3,4,4,5,3,1,4,5,3,2,1,1,3,4,4,4,1,4,4,4,5,5,4,4,4,5,5,2,,chưa có,
16/08/2026 22:37:24,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),4,4,5,4,5,3,4,4,4,4,3,4,3,4,4,4,4,3,2,4,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,Do đặc thù trường quân sự,,"Nếu có thì thường dưới dạng hội thảo, buổi chia sẻ, hoặc tài liệu hướng dẫn nội bộ."
16/08/2026 22:49:06,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,2,4,4,1,5,5,5,5,5,5,,,
16/08/2026 22:49:06,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,2,4,4,1,5,5,5,5,5,5,,,
16/08/2026 22:51:15,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,Bị lạm dụng AI,Chưa,Chưa từng có
16/08/2026 22:51:15,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,Bị lạm dụng AI,Chưa,Chưa từng có
16/08/2026 22:57:23,,Sinh viên năm cuối (chưa tốt nghiệp),Kinh tế / Quản trị / Kế toán,Đã thử 1–2 lần,1,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,Sai vài cái,Có,Bth
16/08/2026 22:57:23,,Sinh viên năm cuối (chưa tốt nghiệp),Kinh tế / Quản trị / Kế toán,Đã thử 1–2 lần,1,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,Sai vài cái,Có,Bth
16/08/2026 23:10:43,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),3,3,3,2,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,3,4,3,4,3,,,
16/08/2026 23:10:43,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),3,3,3,2,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,3,4,3,4,3,,,
17/08/2026 01:23:21,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kinh tế / Quản trị / Kế toán,Dùng thường xuyên (vài lần/tuần trở lên),4,3,3,4,4,4,3,5,5,4,5,5,4,5,5,5,4,4,2,4,4,4,3,5,5,5,5,4,3,5,4,3,4,3,5,Kết quả không được bảo đảm,,
17/08/2026 10:37:26,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),4,4,4,4,4,4,4,4,5,5,4,3,3,3,4,5,3,3,4,4,3,4,5,4,3,3,3,4,3,3,3,3,3,3,4,,,
17/08/2026 10:37:26,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),4,4,4,4,4,4,4,4,5,5,4,3,3,3,4,5,3,3,4,4,3,4,5,4,3,3,3,4,3,3,3,3,3,3,4,,,
17/08/2026 10:39:04,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,Không biết sài,Có,Sài điện thoại
17/08/2026 10:39:04,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,Không biết sài,Có,Sài điện thoại
17/08/2026 10:41:35,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kinh tế / Quản trị / Kế toán,Chưa bao giờ,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,không dám,chưa,ok
17/08/2026 10:41:35,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kinh tế / Quản trị / Kế toán,Chưa bao giờ,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,không dám,chưa,ok
17/08/2026 10:47:58,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hiện tại thì chưa thấy vì minhd thấy nó rất hiệu quả trong công viewvj,Có roid,Hình thức cho học sinh nghiên cứu thêm về môn học khoa học
17/08/2026 10:47:58,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hiện tại thì chưa thấy vì minhd thấy nó rất hiệu quả trong công viewvj,Có roid,Hình thức cho học sinh nghiên cứu thêm về môn học khoa học
17/08/2026 10:49:58,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,Chưa thấy,Có ròi,Cho học sinh nghiên cứu thêm về môn học
17/08/2026 10:49:58,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,Chưa thấy,Có ròi,Cho học sinh nghiên cứu thêm về môn học
17/08/2026 10:51:23,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,,,
17/08/2026 10:51:23,,Sinh viên năm cuối (chưa tốt nghiệp),Kỹ thuật / CNTT / Khoa học dữ liệu,Dùng thường xuyên (vài lần/tuần trở lên),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,,,
17/08/2026 10:56:26,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Đã thử 1–2 lần,2,4,3,1,3,1,3,1,4,1,1,1,3,1,2,1,2,4,2,4,1,1,4,1,2,1,4,2,3,3,1,3,3,3,1,,,
17/08/2026 10:56:26,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Đã thử 1–2 lần,2,4,3,1,3,1,3,1,4,1,1,1,3,1,2,1,2,4,2,4,1,1,4,1,2,1,4,2,3,3,1,3,3,3,1,,,
17/08/2026 11:31:38,,Sinh viên năm cuối (chưa tốt nghiệp),Khoa học xã hội / Nhân văn / Ngôn ngữ,Dùng thường xuyên (vài lần/tuần trở lên),2,5,3,4,4,5,4,4,4,4,3,4,3,5,4,1,2,1,2,4,3,4,4,5,5,5,4,4,5,3,5,5,4,5,5,các nội dung đều giống và tương tự nhau,Chưa,"Các thông tin do AI đưa ra đều được người PIC chịu trách nhiệm xử lý thông tin cuối cùng, phải đề cập trước rằng bản thân họ đã dùng AI cho phần nào, những phần nào có thể tin tưởng từ AI và những phần nào thì không"
17/08/2026 11:53:11,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Đã thử 1–2 lần,3,2,2,3,4,4,3,3,3,4,3,3,2,3,3,2,2,2,4,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,Do đặc thù trường quân sự,Đang áp dụng,Chưa tìm hiểu
17/08/2026 11:53:11,,Sinh viên năm cuối (chưa tốt nghiệp),Ngành khác: ___________________________,Đã thử 1–2 lần,3,2,2,3,4,4,3,3,3,4,3,3,2,3,3,2,2,2,4,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,Do đặc thù trường quân sự,Đang áp dụng,Chưa tìm hiểu
17/08/2026 13:34:50,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Khoa học xã hội / Nhân văn / Ngôn ngữ,Đã thử 1–2 lần,4,4,3,4,4,3,2,1,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,5,5,5,4,4,3,,,
17/08/2026 13:34:50,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Khoa học xã hội / Nhân văn / Ngôn ngữ,Đã thử 1–2 lần,4,4,3,4,4,3,2,1,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,5,5,5,4,4,3,,,
17/08/2026 13:37:30,,"Đã tốt nghiệp, đang đi làm dưới 2 năm",Kinh tế / Quản trị / Kế toán,Dùng thường xuyên (vài lần/tuần trở lên),3,4,3,4,4,4,4,4,4,4,3,3,5,3,4,3,2,4,2,3,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,,,
